qpid	ontology	goid	desc	RM3_score	RM3_PPV	RM3_rank	ARGOT_score	ARGOT_PPV	ARGOT_rank	JAC_score	JAC_PPV	JAC_rank	HYGE_score	HYGE_PPV	HYGE_rank	SANS_score	SANS_PPV	SANS_rank
tr|F7HCV5|F7HCV5_MACMU	BP	0001817	regulation of cytokine production	0.354978701682	0.696381947738	394	8.10570003123	0.718091821383	236	0.00232874347608	0.728756770475	363	30.2237658917	0.743765244701	369	0.61	0.61	343
tr|F7HCV5|F7HCV5_MACMU	BP	0000165	MAPK cascade	0.354605479713	0.695776469738	399	8.08869224617	0.717657893948	237	0.00229055945488	0.728077935748	365	29.5335541686	0.742187641999	375	0.61	0.61	344
tr|F7HCV5|F7HCV5_MACMU	BP	0043410	positive regulation of MAPK cascade	0.354383384085	0.695416164001	400	8.07797892178	0.717384325759	238	0.00226815129795	0.727674274984	369	29.1256699633	0.741237923972	379	0.61	0.61	345
tr|F7HCV5|F7HCV5_MACMU	BP	0045596	negative regulation of cell differentiation	0.354146133047	0.695031271642	402	8.06715487585	0.717107745967	239	0.00224446963716	0.727243315711	370	28.6923180923	0.740214223409	383	0.61	0.61	346
tr|F7HCV5|F7HCV5_MACMU	BP	1903827	regulation of cellular protein localization	0.353804768503	0.694477475942	407	8.05142668603	0.716705522874	240	0.00221085301753	0.726623686246	371	28.0731226071	0.73872435435	387	0.61	0.61	347
tr|F7HCV5|F7HCV5_MACMU	BP	0030155	regulation of cell adhesion	0.353684180849	0.694281846591	409	8.04564827261	0.7165576506	241	0.0021991054249	0.726404928042	373	27.8556197635	0.738193201907	389	0.61	0.61	348
tr|F7HCV5|F7HCV5_MACMU	BP	0009611	response to wounding	0.353484909193	0.693958568183	410	8.03643341311	0.716321728175	242	0.00217983686641	0.726043574973	377	27.4976117138	0.737309831235	390	0.61	0.61	349
tr|F7HCV5|F7HCV5_MACMU	BP	0019216	regulation of lipid metabolic process	0.353172553482	0.693451833513	414	8.02221043242	0.715957320221	243	0.00214999203482	0.725477525727	378	26.9400147919	0.735910812652	393	0.61	0.61	350
tr|F7HCV5|F7HCV5_MACMU	BP	0008285	negative regulation of cell proliferation	0.352941465203	0.693076938998	417	8.01129025526	0.715677314341	244	0.00212819040471	0.725059038346	381	26.5303234385	0.73486431207	395	0.61	0.61	351
tr|F7HCV5|F7HCV5_MACMU	BP	0051053	negative regulation of DNA metabolic process	0.352433485268	0.69225284315	422	7.98808246578	0.71508160552	245	0.00208108397674	0.724139986505	384	25.6383008905	0.732528725946	400	0.61	0.61	352
tr|F7HCV5|F7HCV5_MACMU	BP	0008284	positive regulation of cell proliferation	0.350852408646	0.689687862546	432	7.91465712902	0.713191166168	247	0.00194140227712	0.721287204821	395	22.9391418939	0.724931964867	408	0.61	0.61	353
tr|F7HCV5|F7HCV5_MACMU	BP	0031334	positive regulation of protein complex assembly	0.350401740349	0.688956743369	436	7.89421259343	0.712663233485	248	0.00190343373914	0.720476226749	396	22.1917750663	0.722669996786	412	0.61	0.61	354
tr|F7HCV5|F7HCV5_MACMU	BP	0045930	negative regulation of mitotic cell cycle	0.34958346196	0.687629250338	445	7.85672263906	0.711693363175	250	0.00183649425377	0.719006236505	400	20.8604862333	0.718445238049	417	0.61	0.61	355
tr|F7HCV5|F7HCV5_MACMU	BP	0006109	regulation of carbohydrate metabolic process	0.348596840934	0.686028655047	451	7.81121772297	0.710513030474	251	0.00175909215624	0.717238168198	407	19.3004488817	0.713137165278	421	0.61	0.61	356
tr|F7HCV5|F7HCV5_MACMU	BP	0006913	nucleocytoplasmic transport	0.348575887829	0.685994662825	452	7.81061354945	0.710497335979	252	0.00175748644446	0.717200671223	408	19.2678633334	0.713021771708	423	0.61	0.61	357
tr|F7HCV5|F7HCV5_MACMU	BP	0000075	cell cycle checkpoint	0.348337558793	0.68560802163	454	7.79967840025	0.710213170809	253	0.00173933173375	0.716774318418	409	18.898838343	0.711701170198	425	0.61	0.61	358
tr|F7HCV5|F7HCV5_MACMU	BP	0045597	positive regulation of cell differentiation	0.347786478753	0.684714004482	463	7.77433592701	0.709553844396	254	0.00169811281314	0.715789557802	410	18.0570302884	0.708589511884	431	0.61	0.61	359
tr|F7HCV5|F7HCV5_MACMU	BP	0045860	positive regulation of protein kinase activity	0.347753874347	0.684661110354	464	7.77308388289	0.709521242558	255	0.00169570690948	0.715731342322	411	18.0077313894	0.708402813081	432	0.61	0.61	360
tr|F7HCV5|F7HCV5_MACMU	BP	0048545	response to steroid hormone	0.347370290881	0.684038822897	468	7.75539626486	0.709060395771	256	0.00166767289076	0.715046850213	415	17.4320287097	0.706183938313	433	0.61	0.61	361
tr|F7HCV5|F7HCV5_MACMU	BP	0002684	positive regulation of immune system process	0.347187171235	0.683741747895	470	7.74708150236	0.70884357498	257	0.00165446409404	0.714720339866	416	17.1599978275	0.705109854268	435	0.61	0.61	362
tr|F7HCV5|F7HCV5_MACMU	BP	0007169	transmembrane receptor protein tyrosine kinase signaling pathway	0.347021638545	0.683473204211	471	7.73934730272	0.708641788823	258	0.00164261975374	0.714425333292	417	16.9156642791	0.704130514589	437	0.61	0.61	363
tr|F7HCV5|F7HCV5_MACMU	BP	0033674	positive regulation of kinase activity	0.345451051566	0.680925240955	480	7.6684278245	0.70678676994	265	0.00153463355771	0.711633222487	426	14.6730879606	0.694417968784	450	0.61	0.61	364
tr|F7HCV5|F7HCV5_MACMU	BP	0060341	regulation of cellular localization	0.344953866968	0.680118658382	484	7.64603905425	0.706199373875	266	0.00150204823082	0.710751994244	432	13.99234843	0.691173891571	453	0.61	0.61	365
tr|F7HCV5|F7HCV5_MACMU	BP	0040008	regulation of growth	0.344734661644	0.679763041585	486	7.63609143072	0.705938110201	267	0.00148791700629	0.710363874415	434	13.6967705897	0.689715861977	455	0.61	0.61	366
tr|F7HCV5|F7HCV5_MACMU	BP	0006915	apoptotic process	0.344480308709	0.679350404818	489	7.62460580745	0.705636240845	268	0.00147169777139	0.709913837162	436	13.3573265888	0.688002121749	457	0.61	0.61	367
tr|F7HCV5|F7HCV5_MACMU	BP	0051093	negative regulation of developmental process	0.344415584965	0.679245403488	490	7.62171461231	0.705560217582	269	0.00146760078018	0.709799372731	437	13.2715579945	0.687562211655	459	0.61	0.61	368
tr|F7HCV5|F7HCV5_MACMU	BP	0051241	negative regulation of multicellular organismal process	0.342480868793	0.676106713443	506	7.53419731993	0.703252108844	270	0.0013505973509	0.706388027109	444	10.8240711332	0.673641241474	471	0.61	0.61	369
tr|F7HCV5|F7HCV5_MACMU	BP	0071396	cellular response to lipid	0.341935494795	0.675221953206	507	7.50951554065	0.702598751599	271	0.0013194501502	0.705430020125	447	10.175779442	0.669423505574	476	0.61	0.61	370
tr|F7HCV5|F7HCV5_MACMU	BP	0044089	positive regulation of cellular component biogenesis	0.341491914186	0.674502332384	509	7.48999942114	0.70208137525	272	0.00129468442115	0.704652010248	450	9.66234798189	0.665887882945	479	0.61	0.61	371
tr|F7HCV5|F7HCV5_MACMU	BP	0071900	regulation of protein serine/threonine kinase activity	0.341167309633	0.673975726418	511	7.47511990808	0.701686463279	273	0.00127687742398	0.704083354283	453	9.29459471148	0.663237980756	482	0.61	0.61	372
tr|F7HCV5|F7HCV5_MACMU	BP	0071407	cellular response to organic cyclic compound	0.341115298508	0.673891348769	512	7.47261930655	0.701620057121	274	0.00127404873529	0.703992292451	455	9.23630007896	0.662808324916	483	0.61	0.61	373
tr|F7HCV5|F7HCV5_MACMU	BP	0012501	programmed cell death	0.341033782082	0.673759104672	513	7.46927585671	0.701531250859	275	0.00126962888676	0.703849602071	456	9.14528734303	0.662132070968	484	0.61	0.61	374
tr|F7HCV5|F7HCV5_MACMU	BP	0051169	nuclear transport	0.34083279993	0.673433051327	515	7.46002595112	0.70128545804	276	0.00125880172663	0.703497948433	458	8.9227303231	0.660449629883	485	0.61	0.61	375
tr|F7HCV5|F7HCV5_MACMU	BP	1902533	positive regulation of intracellular signal transduction	0.340701683529	0.673220341189	518	7.45494590183	0.701150403766	277	0.00125179177807	0.703268656645	459	8.77895406768	0.659340278232	487	0.61	0.61	376
tr|F7HCV5|F7HCV5_MACMU	BP	0008219	cell death	0.340112442224	0.672264415019	524	7.42829909886	0.700441237469	278	0.00122080239128	0.702239380699	460	8.14671889382	0.654236145865	491	0.61	0.61	377
tr|F7HCV5|F7HCV5_MACMU	BP	0051347	positive regulation of transferase activity	0.340016627357	0.672108974562	525	7.42393701519	0.700325025812	279	0.00121584168747	0.702072194378	461	8.04607666505	0.653387256459	492	0.61	0.61	378
tr|F7HCV5|F7HCV5_MACMU	BP	0009617	response to bacterium	0.339640118381	0.671498164049	530	7.40719340177	0.69987863654	281	0.00119655721422	0.701415721405	462	7.65650943396	0.649998132381	497	0.61	0.61	379
tr|F7HCV5|F7HCV5_MACMU	BP	0006275	regulation of DNA replication	0.338564792438	0.669753662772	539	7.3590211426	0.698591529625	283	0.00114326911605	0.699545165726	468	6.59640037024	0.639820730912	507	0.61	0.61	380
tr|F7HCV5|F7HCV5_MACMU	BP	0043254	regulation of protein complex assembly	0.338177051679	0.669124630938	541	7.34214340407	0.698139579953	284	0.00112468598418	0.69887227721	470	6.23348570457	0.635956307551	512	0.61	0.61	381
tr|F7HCV5|F7HCV5_MACMU	BP	0009887	animal organ morphogenesis	0.337868646951	0.668624305948	542	7.32882561622	0.697782591347	286	0.00111013752673	0.698337677409	472	5.95223696485	0.6328034559	515	0.61	0.61	382
tr|F7HCV5|F7HCV5_MACMU	BP	0051094	positive regulation of developmental process	0.337730590765	0.668400337399	543	7.3221026739	0.697602257003	288	0.00110369079932	0.698098541093	474	5.8284758334	0.631368575218	516	0.61	0.61	383
tr|F7HCV5|F7HCV5_MACMU	BP	0033993	response to lipid	0.336353929477	0.666166979791	552	7.26161504646	0.695976015735	289	0.00104156990171	0.695719904921	482	4.66753040038	0.616199630186	544	0.61	0.61	384
tr|F7HCV5|F7HCV5_MACMU	BP	0045786	negative regulation of cell cycle	0.336283995733	0.666053526277	553	7.25854817816	0.695893381312	290	0.00103851659063	0.695599362776	483	4.61213622451	0.615384317878	547	0.61	0.61	385
tr|F7HCV5|F7HCV5_MACMU	BP	0014070	response to organic cyclic compound	0.335433753514	0.664674178326	560	7.22102769627	0.694881003845	292	0.00100215863902	0.694136106437	484	3.96667793867	0.605088768209	553	0.61	0.61	386
tr|F7HCV5|F7HCV5_MACMU	BP	0042127	regulation of cell proliferation	0.332178049745	0.659392450101	575	7.07920309985	0.691030327728	299	0.000875165730062	0.688572545529	494	1.97940027178	0.557617995826	607	0.61	0.61	387
tr|F7HCV5|F7HCV5_MACMU	BP	0002698	negative regulation of immune effector process	0.331223575707	0.65784400687	578	7.0383202659	0.689913171762	301	0.000841329646455	0.686953561168	499	-0.0	0.2557	639	0.61	0.61	388
tr|F7HCV5|F7HCV5_MACMU	BP	0007346	regulation of mitotic cell cycle	0.330448117804	0.656585981513	584	7.00494648121	0.688998798933	304	0.000814886663253	0.685642330076	503	-0.0	0.2557	641	0.61	0.61	389
tr|F7HCV5|F7HCV5_MACMU	BP	0045595	regulation of cell differentiation	0.329201430017	0.654563479917	588	6.95005759456	0.687490206599	307	0.000774252748337	0.683542083502	507	-0.0	0.2557	642	0.61	0.61	390
tr|F7HCV5|F7HCV5_MACMU	BP	0045859	regulation of protein kinase activity	0.328341845292	0.653168975617	596	6.91369786286	0.686487596172	308	0.000747525083409	0.682099624867	510	-0.0	0.2557	645	0.61	0.61	391
tr|F7HCV5|F7HCV5_MACMU	BP	0017038	protein import	0.328334399662	0.653156896572	597	6.91369786286	0.686487596172	309	0.00074729801784	0.682087150732	511	-0.0	0.2557	646	0.61	0.61	392
tr|F7HCV5|F7HCV5_MACMU	BP	0002697	regulation of immune effector process	0.328301332792	0.653103252189	598	6.91227388606	0.686448276788	310	0.000746290504249	0.682031755938	512	-0.0	0.2557	647	0.61	0.61	393
tr|F7HCV5|F7HCV5_MACMU	BP	0051130	positive regulation of cellular component organization	0.327370340934	0.651592904098	604	6.87159557796	0.685323336691	312	0.000718524540266	0.680474962733	513	-0.0	0.2557	648	0.61	0.61	394
tr|F7HCV5|F7HCV5_MACMU	BP	0001933	negative regulation of protein phosphorylation	0.327324879491	0.651519151998	605	6.87011315058	0.68528227804	313	0.000717197926005	0.680399083448	515	-0.0	0.2557	649	0.61	0.61	395
tr|F7HCV5|F7HCV5_MACMU	BP	1902582	single-organism intracellular transport	0.327257624657	0.651410044481	606	6.8671419861	0.685199972639	314	0.000715240267809	0.680286853132	516	-0.0	0.2557	650	0.61	0.61	396
tr|F7HCV5|F7HCV5_MACMU	BP	0042326	negative regulation of phosphorylation	0.326924610221	0.650869795161	608	6.85366644212	0.684826457572	315	0.000705632613751	0.679731565895	517	-0.0	0.2557	651	0.61	0.61	397
tr|F7HCV5|F7HCV5_MACMU	BP	0043549	regulation of kinase activity	0.326450927896	0.650101340326	613	6.83389047029	0.684277641782	316	0.000692209115284	0.678942941863	520	-0.0	0.2557	652	0.61	0.61	398
tr|F7HCV5|F7HCV5_MACMU	BP	0045944	positive regulation of transcription from RNA polymerase II promoter	0.326369248177	0.649968831317	616	6.82927326321	0.684149392382	318	0.000689922817143	0.678807100291	521	-0.0	0.2557	653	0.61	0.61	399
tr|F7HCV5|F7HCV5_MACMU	BP	0009725	response to hormone	0.325607847508	0.648733611012	620	6.79796047431	0.68327848935	319	0.000669004062985	0.677542879365	523	-0.0	0.2557	654	0.61	0.61	400
tr|F7HCV5|F7HCV5_MACMU	BP	1903047	mitotic cell cycle process	0.325102568873	0.647913897483	625	6.77547082667	0.682651746202	320	0.000655506334614	0.676705987613	525	-0.0	0.2557	656	0.61	0.61	401
tr|F7HCV5|F7HCV5_MACMU	BP	1902580	single-organism cellular localization	0.324755808043	0.647351347389	626	6.76075393662	0.682241051643	322	0.000646416167068	0.676132607332	527	-0.0	0.2557	657	0.61	0.61	402
tr|F7HCV5|F7HCV5_MACMU	BP	0031400	negative regulation of protein modification process	0.324676847881	0.647223250318	627	6.75745524169	0.682148935829	323	0.000644365664705	0.676002153531	529	-0.0	0.2557	658	0.61	0.61	403
tr|F7HCV5|F7HCV5_MACMU	BP	0051168	nuclear export	0.324489410756	0.646919171069	628	6.75082651845	0.681963761209	324	0.000639526687383	0.675692642614	530	-0.0	0.2557	659	0.61	0.61	404
tr|F7HCV5|F7HCV5_MACMU	BP	2000026	regulation of multicellular organismal development	0.324386502754	0.646752223418	629	6.74582729762	0.681824046898	325	0.000636886941669	0.675522810342	533	-0.0	0.2557	660	0.61	0.61	405
tr|F7HCV5|F7HCV5_MACMU	BP	0051338	regulation of transferase activity	0.323100847477	0.644666504862	642	6.69096252393	0.680287314124	327	0.000604898179723	0.67340690608	539	-0.0	0.2557	662	0.61	0.61	406
tr|F7HCV5|F7HCV5_MACMU	BP	0051052	regulation of DNA metabolic process	0.323043847009	0.644574033003	643	6.68920081658	0.680237865446	328	0.000603521443832	0.673313347851	540	-0.0	0.2557	663	0.61	0.61	407
tr|F7HCV5|F7HCV5_MACMU	BP	0006027	glycosaminoglycan catabolic process	0.322155272992	0.643132499374	649	6.65150346484	0.679178188429	330	0.000582499847956	0.671857662127	544	-0.0	0.2557	665	0.61	0.61	408
tr|F7HCV5|F7HCV5_MACMU	BP	0000278	mitotic cell cycle	0.321221770809	0.641618078783	658	6.61239842416	0.678075763103	333	0.000561280985857	0.670334037282	547	-0.0	0.2557	666	0.61	0.61	409
tr|F7HCV5|F7HCV5_MACMU	BP	0032101	regulation of response to external stimulus	0.320982233717	0.641229477758	662	6.60286846965	0.67780660683	334	0.000555974713637	0.669944015239	549	-0.0	0.2557	667	0.61	0.61	410
tr|F7HCV5|F7HCV5_MACMU	BP	0045936	negative regulation of phosphate metabolic process	0.320272817154	0.640078591269	666	6.57374699832	0.67698291784	335	0.000540581873839	0.668791185503	552	-0.0	0.2557	668	0.61	0.61	411
tr|F7HCV5|F7HCV5_MACMU	BP	0010563	negative regulation of phosphorus metabolic process	0.320272508257	0.640078090145	667	6.57374699832	0.67698291784	336	0.000540575274859	0.668790684273	553	-0.0	0.2557	669	0.61	0.61	412
tr|F7HCV5|F7HCV5_MACMU	BP	0006026	aminoglycan catabolic process	0.319205829639	0.638347617424	672	6.52951515632	0.675728340186	338	0.000518310189157	0.667063700159	557	-0.0	0.2557	672	0.61	0.61	413
tr|F7HCV5|F7HCV5_MACMU	BP	1901701	cellular response to oxygen-containing compound	0.319061610606	0.638113650885	673	6.52333617217	0.675552743621	339	0.000515378543145	0.666830798891	560	-0.0	0.2557	673	0.61	0.61	414
tr|F7HCV5|F7HCV5_MACMU	BP	0044087	regulation of cellular component biogenesis	0.316271019898	0.633586475581	683	6.41000032182	0.672317046918	340	0.000462122867918	0.662352349286	575	-0.0	0.2557	677	0.61	0.61	415
tr|F7HCV5|F7HCV5_MACMU	BP	0072594	establishment of protein localization to organelle	0.313589578983	0.629236373984	697	6.3009306068	0.669176023931	344	0.000416659320874	0.658100097999	585	-0.0	0.2557	680	0.61	0.61	416
tr|F7HCV5|F7HCV5_MACMU	BP	0045893	positive regulation of transcription, DNA-templated	0.312530205589	0.627517752527	704	6.25924013649	0.667968234459	347	0.000400092028055	0.656434116388	588	-0.0	0.2557	683	0.61	0.61	417
tr|F7HCV5|F7HCV5_MACMU	BP	1903508	positive regulation of nucleic acid-templated transcription	0.312528786861	0.627515450925	705	6.25924013649	0.667968234459	348	0.000400070340695	0.656431890632	589	-0.0	0.2557	684	0.61	0.61	418
tr|F7HCV5|F7HCV5_MACMU	BP	1902680	positive regulation of RNA biosynthetic process	0.312527604639	0.627513533006	707	6.25924013649	0.667968234459	349	0.000400052269691	0.656430035927	590	-0.0	0.2557	685	0.61	0.61	419
tr|F7HCV5|F7HCV5_MACMU	BP	0051254	positive regulation of RNA metabolic process	0.312022160794	0.626693551457	709	6.23775559285	0.667344248092	350	0.00039240926842	0.655637994048	593	-0.0	0.2557	687	0.61	0.61	420
tr|F7HCV5|F7HCV5_MACMU	BP	1901700	response to oxygen-containing compound	0.310291858596	0.623886482201	721	6.16762667305	0.665299944333	353	0.000367457336065	0.652940428926	601	-0.0	0.2557	693	0.61	0.61	421
tr|F7HCV5|F7HCV5_MACMU	BP	0045935	positive regulation of nucleobase-containing compound metabolic process	0.309764620843	0.623031144394	727	6.14711876347	0.664699931632	356	0.00036021202682	0.652122743739	603	-0.0	0.2557	695	0.61	0.61	422
tr|F7HCV5|F7HCV5_MACMU	BP	0033365	protein localization to organelle	0.309754919459	0.623015405838	728	6.14711876347	0.664699931632	357	0.000360080222644	0.65210771684	604	-0.0	0.2557	696	0.61	0.61	423
tr|F7HCV5|F7HCV5_MACMU	BP	0051726	regulation of cell cycle	0.30930815861	0.622290625712	733	6.12921516895	0.664175296197	359	0.000354068808996	0.651416448034	605	-0.0	0.2557	697	0.61	0.61	424
tr|F7HCV5|F7HCV5_MACMU	BP	0050777	negative regulation of immune response	0.308530203955	0.621028549877	736	6.0986784643	0.663278697094	360	0.000343868503969	0.650216184514	608	-0.0	0.2557	699	0.61	0.61	425
tr|F7HCV5|F7HCV5_MACMU	BP	0002683	negative regulation of immune system process	0.307018288303	0.618575769113	743	6.04136317378	0.661589760917	363	0.000324977514135	0.647896157549	612	-0.0	0.2557	703	0.61	0.61	426
tr|F7HCV5|F7HCV5_MACMU	BP	0050776	regulation of immune response	0.304065089742	0.613784795088	761	5.92371691208	0.658097737126	375	0.000291362984605	0.643412974926	625	-0.0	0.2557	712	0.61	0.61	427
tr|F7HCV5|F7HCV5_MACMU	BP	0006952	defense response	0.302363008342	0.611023508433	770	5.85953578542	0.656178060973	380	0.000273788577813	0.640858481845	631	-0.0	0.2557	718	0.61	0.61	428
tr|F7HCV5|F7HCV5_MACMU	BP	0019049	evasion or tolerance of host defenses by virus	0.301556556684	0.609715201908	777	5.82791573025	0.655228430313	382	0.000265884839726	0.639655714836	634	-0.0	0.2557	720	0.61	0.61	429
tr|F7HCV5|F7HCV5_MACMU	BP	0002682	regulation of immune system process	0.301355775689	0.6093894749	778	5.81985926918	0.654986062764	383	0.000263957667129	0.639357022093	635	-0.0	0.2557	721	0.61	0.61	430
tr|F7HCV5|F7HCV5_MACMU	BP	0045892	negative regulation of transcription, DNA-templated	0.300952902406	0.608735893574	780	5.80765717261	0.6546186598	386	0.000260138553376	0.638758599207	638	-0.0	0.2557	722	0.61	0.61	431
tr|F7HCV5|F7HCV5_MACMU	BP	0044415	evasion or tolerance of host defenses	0.300702253528	0.608329265898	781	5.79531123662	0.654246532831	388	0.000257794280648	0.638386904311	642	-0.0	0.2557	725	0.61	0.61	432
tr|F7HCV5|F7HCV5_MACMU	BP	0044413	avoidance of host defenses	0.300699189168	0.608324294587	782	5.79531123662	0.654246532831	389	0.000257765769723	0.638382363002	643	-0.0	0.2557	726	0.61	0.61	433
tr|F7HCV5|F7HCV5_MACMU	BP	0051834	evasion or tolerance of defenses of other organism involved in symbiotic interaction	0.300661473015	0.608263107672	783	5.79531123662	0.654246532831	390	0.000257415151578	0.638326474352	644	-0.0	0.2557	727	0.61	0.61	434
tr|F7HCV5|F7HCV5_MACMU	BP	0051832	avoidance of defenses of other organism involved in symbiotic interaction	0.300657929319	0.608257358734	784	5.79531123662	0.654246532831	391	0.000257382236527	0.638321223773	645	-0.0	0.2557	728	0.61	0.61	435
tr|F7HCV5|F7HCV5_MACMU	BP	0052200	response to host defenses	0.300646173481	0.608238287238	785	5.79531123662	0.654246532831	392	0.000257273078682	0.638303806208	646	-0.0	0.2557	729	0.61	0.61	436
tr|F7HCV5|F7HCV5_MACMU	BP	0075136	response to host	0.300643919426	0.608234630485	786	5.79531123662	0.654246532831	393	0.000257252154881	0.638300466698	647	-0.0	0.2557	730	0.61	0.61	437
tr|F7HCV5|F7HCV5_MACMU	BP	0052173	response to defenses of other organism involved in symbiotic interaction	0.300605463767	0.608172243869	787	5.79531123662	0.654246532831	394	0.000256895479967	0.638243498335	648	-0.0	0.2557	731	0.61	0.61	438
tr|F7HCV5|F7HCV5_MACMU	BP	1903507	negative regulation of nucleic acid-templated transcription	0.300382074214	0.607809838997	791	5.78281802954	0.653869563149	396	0.000254834674784	0.637912788419	649	-0.0	0.2557	732	0.61	0.61	439
tr|F7HCV5|F7HCV5_MACMU	BP	1902679	negative regulation of RNA biosynthetic process	0.300379359464	0.607805434858	792	5.78281802954	0.653869563149	397	0.000254809747058	0.637908771766	650	-0.0	0.2557	733	0.61	0.61	440
tr|F7HCV5|F7HCV5_MACMU	BP	0009653	anatomical structure morphogenesis	0.299513569506	0.60640086381	797	5.75307427227	0.652970433722	399	0.000246999949472	0.636630613192	652	-0.0	0.2557	735	0.61	0.61	441
tr|F7HCV5|F7HCV5_MACMU	BP	0043623	cellular protein complex assembly	0.299267758786	0.606002085079	801	5.7444185637	0.652708342365	400	0.000244832732215	0.636268756326	654	-0.0	0.2557	736	0.61	0.61	442
tr|F7HCV5|F7HCV5_MACMU	BP	0048585	negative regulation of response to stimulus	0.299067620936	0.605677401445	803	5.7356907234	0.652443866875	401	0.000243084243775	0.635974471658	656	-0.0	0.2557	737	0.61	0.61	443
tr|F7HCV5|F7HCV5_MACMU	BP	0043085	positive regulation of catalytic activity	0.297634960252	0.603353196016	814	5.68173880738	0.650804502348	407	0.00023097707066	0.633876731816	663	-0.0	0.2557	742	0.61	0.61	444
tr|F7HCV5|F7HCV5_MACMU	BP	0006605	protein targeting	0.296821312832	0.602033215807	821	5.65368351983	0.649948947567	411	0.000224409429447	0.632692304754	668	-0.0	0.2557	747	0.61	0.61	445
tr|F7HCV5|F7HCV5_MACMU	BP	1901136	carbohydrate derivative catabolic process	0.296373560552	0.601306827283	823	5.63455358571	0.649364356483	415	0.000220886801382	0.632042660245	670	-0.0	0.2557	749	0.61	0.61	446
tr|F7HCV5|F7HCV5_MACMU	BP	0044093	positive regulation of molecular function	0.295833293402	0.600430351885	825	5.6150677255	0.648767867519	420	0.000216720594425	0.631260819591	674	-0.0	0.2557	752	0.61	0.61	447
tr|F7HCV5|F7HCV5_MACMU	BP	0051253	negative regulation of RNA metabolic process	0.293328432441	0.596366715949	840	5.52259580763	0.645922959831	432	0.000198549043608	0.627665080426	687	-0.0	0.2557	765	0.61	0.61	448
tr|F7HCV5|F7HCV5_MACMU	BP	0006754	ATP biosynthetic process	0.291489243489	0.593382999712	845	5.45607600912	0.643861714737	438	0.00018632299382	0.62505553483	691	-0.0	0.2557	766	0.61	0.61	449
tr|F7HCV5|F7HCV5_MACMU	BP	0022402	cell cycle process	0.291139328562	0.592815332726	847	5.44456671995	0.643503804494	441	0.000184096821958	0.624561999045	694	-0.0	0.2557	769	0.61	0.61	450
tr|F7HCV5|F7HCV5_MACMU	BP	0045934	negative regulation of nucleobase-containing compound metabolic process	0.29061430782	0.591963591576	849	5.42706211011	0.642958728712	442	0.00018081419757	0.62382325351	697	-0.0	0.2557	772	0.61	0.61	451
tr|F7HCV5|F7HCV5_MACMU	BP	0051707	response to other organism	0.289954542623	0.590893254497	852	5.40325802238	0.642216081122	443	0.000176784923895	0.622897921376	700	-0.0	0.2557	774	0.61	0.61	452
tr|F7HCV5|F7HCV5_MACMU	BP	0043207	response to external biotic stimulus	0.289937569359	0.590865718772	853	5.40325802238	0.642216081122	444	0.000176682649643	0.622874160323	701	-0.0	0.2557	775	0.61	0.61	453
tr|F7HCV5|F7HCV5_MACMU	BP	0009206	purine ribonucleoside triphosphate biosynthetic process	0.289217451988	0.58969747236	854	5.37272131772	0.641260987713	448	0.000172406166674	0.621868105891	705	-0.0	0.2557	777	0.61	0.61	454
tr|F7HCV5|F7HCV5_MACMU	BP	0009145	purine nucleoside triphosphate biosynthetic process	0.289213783359	0.589691520743	855	5.37272131772	0.641260987713	449	0.000172384690316	0.621862990795	706	-0.0	0.2557	778	0.61	0.61	455
tr|F7HCV5|F7HCV5_MACMU	BP	0009607	response to biotic stimulus	0.28856092523	0.588632389	858	5.35396258147	0.640672926385	451	0.000168611898419	0.62095437668	707	-0.0	0.2557	779	0.61	0.61	456
tr|F7HCV5|F7HCV5_MACMU	BP	0006461	protein complex assembly	0.288223913501	0.588085654873	862	5.34126745906	0.640274366557	455	0.000166701999447	0.6204866281	708	-0.0	0.2557	780	0.61	0.61	457
tr|F7HCV5|F7HCV5_MACMU	BP	0070271	protein complex biogenesis	0.288176458987	0.588008669415	864	5.33486172181	0.640073080427	457	0.000166435095806	0.620420834971	709	-0.0	0.2557	781	0.61	0.61	458
tr|F7HCV5|F7HCV5_MACMU	BP	0009201	ribonucleoside triphosphate biosynthetic process	0.284984466409	0.582830299855	871	5.22665359174	0.636654434736	468	0.000149574703748	0.616035238552	717	-0.0	0.2557	784	0.61	0.61	459
tr|F7HCV5|F7HCV5_MACMU	BP	0034622	cellular macromolecular complex assembly	0.283352644807	0.58018299567	879	5.1680461478	0.634788054397	472	0.000141731326185	0.613823633528	719	-0.0	0.2557	786	0.61	0.61	460
tr|F7HCV5|F7HCV5_MACMU	BP	0006886	intracellular protein transport	0.281937310774	0.577886899268	885	5.12183270517	0.63330889184	477	0.000135317262147	0.611922100379	727	-0.0	0.2557	792	0.61	0.61	461
tr|F7HCV5|F7HCV5_MACMU	BP	0009142	nucleoside triphosphate biosynthetic process	0.281273822653	0.57681052249	889	5.09793809976	0.63254147522	481	0.000132428373454	0.611036017789	730	-0.0	0.2557	795	0.61	0.61	462
tr|F7HCV5|F7HCV5_MACMU	BP	0071822	protein complex subunit organization	0.280045503573	0.574817820446	896	5.05686088296	0.631217993792	486	0.000127269760629	0.609404581287	732	-0.0	0.2557	797	0.61	0.61	463
