nid	isquery	qpid	spid	qcov	scov	bits	pide	lali	desc	species	qseq	genename
4	0	sp|F7EQ49|GPER1_MACMU	tr|M4AYC6|M4AYC6_XIPMA	0.773333333333333	0.996563573883162	333	0.6103	290	Uncharacterized protein	Xiphophorus maculatus	n.d.	GPER1 (1 of many)
4	0	sp|F7EQ49|GPER1_MACMU	tr|H3C163|H3C163_TETNG	0.741333333333333	1	322	0.5971	278	Uncharacterized protein	Tetraodon nigroviridis	n.d.	GPER1 (1 of many)
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKV6|G3EKV6_STRCA	0.464	1	308	0.8218	174	G protein-coupled estrogen receptor 1 (Fragment)	Struthio camelus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKV8|G3EKV8_9SAUR	0.464	1	307	0.8218	174	G protein-coupled estrogen receptor 1 (Fragment)	Podocnemis unifilis	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKV9|G3EKV9_ANAPL	0.464	1	307	0.8161	174	G protein-coupled estrogen receptor 1 (Fragment)	Anas platyrhynchos	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKV4|G3EKV4_TRASC	0.464	1	306	0.8161	174	G protein-coupled estrogen receptor 1 (Fragment)	Trachemys scripta	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|W5LSJ6|W5LSJ6_ASTMX	0.837333333333333	0.887005649717514	313	0.5414	314	Uncharacterized protein	Astyanax mexicanus	n.d.	GPER1 (1 of many)
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKW3|G3EKW3_CARIN	0.464	1	306	0.8161	174	G protein-coupled estrogen receptor 1 (Fragment)	Carettochelys insculpta	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKW2|G3EKW2_CROSI	0.464	1	305	0.8046	174	G protein-coupled estrogen receptor 1 (Fragment)	Crocodylus siamensis	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKW6|G3EKW6_ALLSI	0.464	1	305	0.8046	174	G protein-coupled estrogen receptor 1 (Fragment)	Alligator sinensis	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKW1|G3EKW1_9SAUR	0.464	1	305	0.8218	174	G protein-coupled estrogen receptor 1 (Fragment)	Dibamus bourreti	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKW5|G3EKW5_9SAUR	0.464	1	304	0.8046	174	G protein-coupled estrogen receptor 1 (Fragment)	Hemidactylus bowringii	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKW7|G3EKW7_PELSI	0.464	1	302	0.8161	174	G protein-coupled estrogen receptor 1 (Fragment)	Pelodiscus sinensis	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKW0|G3EKW0_9SAUR	0.464	1	301	0.7989	174	G protein-coupled estrogen receptor 1 (Fragment)	Scincella reevesii	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|H9FIL1|H9FIL1_MACMU	0.389333333333333	1	297	1	146	G-protein coupled estrogen receptor 1 (Fragment)	Macaca mulatta	n.d.	GPER
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKV7|G3EKV7_PELNI	0.464	1	295	0.7874	174	G protein-coupled estrogen receptor 1 (Fragment)	Pelophylax nigromaculatus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKW8|G3EKW8_ICHBA	0.464	1	291	0.7874	174	G protein-coupled estrogen receptor 1 (Fragment)	Ichthyophis bannanicus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|W5Q9F5|W5Q9F5_SHEEP	0.448	1	286	0.8274	168	Uncharacterized protein	Ovis aries	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKW4|G3EKW4_NAJAT	0.464	1	270	0.7759	174	G protein-coupled estrogen receptor 1 (Fragment)	Naja atra	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3EKV5|G3EKV5_PROAN	0.434666666666667	0.936781609195402	261	0.7301	163	G protein-coupled estrogen receptor 1 (Fragment)	Protopterus annectens	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A0U1UC95|A0A0U1UC95_HORSE	0.317333333333333	1	234	0.8992	119	G-protein coupled estrogen receptor (Fragment)	Equus caballus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A0S7IZB9|A0A0S7IZB9_9TELE	0.453333333333333	0.858585858585859	237	0.6765	170	GPER (Fragment)	Poeciliopsis prolifica	n.d.	GPER
4	0	sp|F7EQ49|GPER1_MACMU	tr|H9FAR2|H9FAR2_MACMU	0.288	1	227	1	108	G-protein coupled estrogen receptor 1 (Fragment)	Macaca mulatta	n.d.	GPER
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A060WY21|A0A060WY21_ONCMY	0.376	0.712121212121212	201	0.7092	141	Uncharacterized protein	Oncorhynchus mykiss	n.d.	GSONMT00034649001
4	0	sp|F7EQ49|GPER1_MACMU	tr|M1ER78|M1ER78_MUSPF	0.266666666666667	1	194	0.91	100	G protein-coupled estrogen receptor 1 (Fragment)	Mustela putorius furo	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A0S7MJF5|A0A0S7MJF5_9TELE	0.306666666666667	0.958333333333333	162	0.7391	115	GPER (Fragment)	Poeciliopsis prolifica	n.d.	GPER
4	0	sp|F7EQ49|GPER1_MACMU	tr|C9J3W2|C9J3W2_HUMAN	0.194666666666667	1	145	0.9315	73	G-protein-coupled estrogen receptor 1 (Fragment)	Homo sapiens	n.d.	GPER1
4	0	sp|F7EQ49|GPER1_MACMU	tr|I3KXB3|I3KXB3_ORENI	0.765333333333333	0.788461538461538	142	0.3345	287	Uncharacterized protein	Oreochromis niloticus	n.d.	agtr1
4	0	sp|F7EQ49|GPER1_MACMU	tr|E3VRT0|E3VRT0_DASSA	0.802666666666667	0.836111111111111	141	0.3223	301	Angiotensin receptor	Dasyatis sabina	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1S2ZIV5|A0A1S2ZIV5_ERIEU	0.725333333333333	0.772727272727273	140	0.3272	272	C-X-C chemokine receptor type 2	Erinaceus europaeus	n.d.	LOC103110797
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A093GWJ0|A0A093GWJ0_GAVST	0.762666666666667	0.831395348837209	140	0.3147	286	C-C chemokine receptor type 4 (Fragment)	Gavia stellata	n.d.	N328_05378
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1A8A2H2|A0A1A8A2H2_NOTFU	0.76	0.785123966942149	140	0.3298	285	Angiotensin II receptor, type 1b	Nothobranchius furzeri	n.d.	AGTR1B
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1A8HVK3|A0A1A8HVK3_NOTKU	0.76	0.785123966942149	140	0.3298	285	Angiotensin II receptor, type 1b	Nothobranchius kuhntae	n.d.	AGTR1B
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A068B2J1|A0A068B2J1_TUPCH	0.730666666666667	0.785100286532951	139	0.3285	274	C-X-C motif chemokine receptor 1	Tupaia chinensis	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|Q27VK4|Q27VK4_MOUSE	0.848	0.900849858356941	139	0.3239	318	C-C motif chemokine receptor 8	Mus musculus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091W3X1|A0A091W3X1_NIPNI	0.789333333333333	0.883582089552239	139	0.3041	296	C-C chemokine receptor type 4 (Fragment)	Nipponia nippon	n.d.	Y956_11374
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A093BNP8|A0A093BNP8_CHAPE	0.808	0.923780487804878	139	0.3102	303	C-C chemokine receptor type 4 (Fragment)	Chaetura pelagica	n.d.	M959_12568
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A0F8CXT4|A0A0F8CXT4_LARCR	0.757333333333333	0.786703601108033	139	0.3134	284	Type-1A angiotensin II receptor	Larimichthys crocea	n.d.	EH28_08523
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091Q4W9|A0A091Q4W9_LEPDC	0.762666666666667	0.831395348837209	139	0.3112	286	C-C chemokine receptor type 4 (Fragment)	Leptosomus discolor	n.d.	N330_07311
4	0	sp|F7EQ49|GPER1_MACMU	tr|F7ACE5|F7ACE5_HORSE	0.736	0.80466472303207	139	0.3225	276	Uncharacterized protein	Equus caballus	n.d.	LOC100055552
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A061I1W5|A0A061I1W5_CRIGR	0.218666666666667	0.199029126213592	139	0.8049	82	G-protein coupled estrogen receptor	Cricetulus griseus	n.d.	H671_4g13337
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A0A0A1Z5|A0A0A0A1Z5_CHAVO	0.762666666666667	0.831395348837209	138	0.3042	286	C-C chemokine receptor type 4 (Fragment)	Charadrius vociferus	n.d.	N301_11972
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A0P7V0N4|A0A0P7V0N4_9TELE	0.749333333333333	0.796033994334278	138	0.3345	281	Angiotensin receptor-like	Scleropages formosus	n.d.	Z043_115745
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A087VF66|A0A087VF66_BALRE	0.762666666666667	0.831395348837209	138	0.3077	286	C-C chemokine receptor type 4 (Fragment)	Balearica regulorum gibbericeps	n.d.	N312_11869
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A0Q3MQZ4|A0A0Q3MQZ4_AMAAE	0.789333333333333	0.826815642458101	138	0.2905	296	C-C chemokine receptor type 4	Amazona aestiva	n.d.	AAES_44640
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1A8MK99|A0A1A8MK99_9TELE	0.76	0.785123966942149	138	0.3263	285	Angiotensin II receptor, type 1b	Nothobranchius pienaari	n.d.	AGTR1B
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A093JZK8|A0A093JZK8_STRCA	0.762666666666667	0.831395348837209	137	0.3147	286	C-C chemokine receptor type 4 (Fragment)	Struthio camelus australis	n.d.	N308_01761
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091H3E9|A0A091H3E9_BUCRH	0.789333333333333	0.883582089552239	137	0.3007	296	C-C chemokine receptor type 4 (Fragment)	Buceros rhinoceros silvestris	n.d.	N320_09877
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1L6KYG9|A0A1L6KYG9_BUBBU	0.738666666666667	0.765193370165746	138	0.3213	277	IL8 receptor variant II (Fragment)	Bubalus bubalis bubalis	n.d.	CXCR2
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091R7X7|A0A091R7X7_9GRUI	0.762666666666667	0.853731343283582	137	0.3042	286	C-C chemokine receptor type 4 (Fragment)	Mesitornis unicolor	n.d.	N332_05376
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1A8F595|A0A1A8F595_9TELE	0.757333333333333	0.784530386740331	138	0.3275	284	Angiotensin II receptor, type 1b	Nothobranchius korthausae	n.d.	AGTR1B
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1A7YUX9|A0A1A7YUX9_9TELE	0.76	0.791666666666667	138	0.3228	285	Angiotensin II receptor, type 1b (Fragment)	Aphyosemion striatum	n.d.	AGTR1B
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A0B8RZM5|A0A0B8RZM5_PIG	0.738666666666667	0.784702549575071	137	0.3177	277	Chemokine (C-X-C motif) receptor 2	Sus scrofa domesticus	n.d.	CXCR2
4	0	sp|F7EQ49|GPER1_MACMU	tr|F1SS05|F1SS05_PIG	0.738666666666667	0.760989010989011	137	0.3177	277	Uncharacterized protein	Sus scrofa	n.d.	CXCR2
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091JT30|A0A091JT30_COLST	0.813333333333333	0.891812865497076	137	0.3016	305	C-C chemokine receptor type 4 (Fragment)	Colius striatus	n.d.	N325_02058
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3HQW8|G3HQW8_CRIGR	0.850666666666667	0.903682719546742	137	0.3292	319	C-C chemokine receptor type 8	Cricetulus griseus	n.d.	H671_4g13301
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A094L3Z0|A0A094L3Z0_9AVES	0.765333333333333	0.856716417910448	136	0.3136	287	C-C chemokine receptor type 4 (Fragment)	Podiceps cristatus	n.d.	N338_13348
4	0	sp|F7EQ49|GPER1_MACMU	tr|F1PAH6|F1PAH6_CANLF	0.728	0.762569832402235	137	0.326	273	C-X-C chemokine receptor type 2	Canis lupus familiaris	n.d.	CXCR2
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A094L438|A0A094L438_ANTCR	0.762666666666667	0.856287425149701	136	0.3042	286	C-C chemokine receptor type 4 (Fragment)	Antrostomus carolinensis	n.d.	N321_06896
4	0	sp|F7EQ49|GPER1_MACMU	tr|W5QDX4|W5QDX4_SHEEP	0.738666666666667	0.763085399449036	137	0.3177	277	Uncharacterized protein	Ovis aries	n.d.	CXCR2
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091QBM9|A0A091QBM9_MERNU	0.808	0.880813953488372	136	0.3036	303	C-C chemokine receptor type 4 (Fragment)	Merops nubicus	n.d.	N331_03401
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1A7XIM0|A0A1A7XIM0_9TELE	0.76	0.768194070080862	137	0.3193	285	Angiotensin II receptor, type 1b	Aphyosemion striatum	n.d.	AGTR1B
4	0	sp|F7EQ49|GPER1_MACMU	tr|W5KAY3|W5KAY3_ASTMX	0.856	0.904225352112676	136	0.3146	321	Uncharacterized protein	Astyanax mexicanus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|R4GC41|R4GC41_ANOCA	0.773333333333333	0.816901408450704	136	0.2793	290	Uncharacterized protein	Anolis carolinensis	n.d.	LOC100556992
4	0	sp|F7EQ49|GPER1_MACMU	tr|M3XFH4|M3XFH4_FELCA	0.736	0.762430939226519	136	0.3043	276	Uncharacterized protein	Felis catus	n.d.	CXCR2
4	0	sp|F7EQ49|GPER1_MACMU	tr|G1NS72|G1NS72_MELGA	0.762666666666667	0.756613756613757	136	0.3042	286	Uncharacterized protein	Meleagris gallopavo	n.d.	CCR4
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091VK04|A0A091VK04_OPIHO	0.765333333333333	0.834302325581395	135	0.3136	287	C-C chemokine receptor type 4 (Fragment)	Opisthocomus hoazin	n.d.	N306_11425
4	0	sp|F7EQ49|GPER1_MACMU	tr|R0LX46|R0LX46_ANAPL	0.762666666666667	0.8125	136	0.3077	286	C-C chemokine receptor type 4 (Fragment)	Anas platyrhynchos	n.d.	Anapl_14223
4	0	sp|F7EQ49|GPER1_MACMU	tr|U3I052|U3I052_ANAPL	0.762666666666667	0.756613756613757	136	0.3077	286	Uncharacterized protein	Anas platyrhynchos	n.d.	CCR4
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091TEE7|A0A091TEE7_PHALP	0.762666666666667	0.831395348837209	135	0.3042	286	C-C chemokine receptor type 4 (Fragment)	Phaethon lepturus	n.d.	N335_01406
4	0	sp|F7EQ49|GPER1_MACMU	tr|A6YM52|A6YM52_BOVIN	0.736	0.760330578512397	135	0.3188	276	C-X-C chemokine receptor type 2	Bos taurus	n.d.	CXCR2
4	0	sp|F7EQ49|GPER1_MACMU	sp|P56484|CCR8_MOUSE	0.84	0.892351274787535	135	0.3143	315	C-C chemokine receptor type 8	Mus musculus	n.d.	Ccr8
4	0	sp|F7EQ49|GPER1_MACMU	tr|Q3ZB17|Q3ZB17_MOUSE	0.84	0.892351274787535	135	0.3143	315	C-C motif chemokine receptor 8	Mus musculus	n.d.	Ccr8
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1A8BQS4|A0A1A8BQS4_9TELE	0.658666666666667	0.991967871485944	133	0.3684	247	Relaxin/insulin-like family peptide receptor 3	Nothobranchius kadleci	n.d.	RXFP3
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091SMV2|A0A091SMV2_9AVES	0.765333333333333	0.822349570200573	135	0.3066	287	C-C chemokine receptor type 4 (Fragment)	Pelecanus crispus	n.d.	N334_13954
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091HZ35|A0A091HZ35_CALAN	0.805333333333333	0.901492537313433	134	0.2914	302	C-C chemokine receptor type 4 (Fragment)	Calypte anna	n.d.	N300_01490
4	0	sp|F7EQ49|GPER1_MACMU	tr|U3I921|U3I921_ANAPL	0.805333333333333	0.857954545454545	135	0.3113	302	Uncharacterized protein	Anas platyrhynchos	n.d.	LOC101805430
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091LPN1|A0A091LPN1_CARIC	0.762666666666667	0.853731343283582	134	0.3042	286	C-C chemokine receptor type 4 (Fragment)	Cariama cristata	n.d.	N322_11080
4	0	sp|F7EQ49|GPER1_MACMU	tr|E6ZIX3|E6ZIX3_DICLA	0.770666666666667	0.835260115606936	134	0.3426	289	Type-1 angiotensin II receptor	Dicentrarchus labrax	n.d.	AGTR1
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3UDI0|G3UDI0_LOXAF	0.736	0.770949720670391	135	0.3188	276	Uncharacterized protein	Loxodonta africana	n.d.	CXCR2
4	0	sp|F7EQ49|GPER1_MACMU	tr|M7C3Y5|M7C3Y5_CHEMY	0.893333333333333	0.941011235955056	134	0.2955	335	C-X-C chemokine receptor type 2	Chelonia mydas	n.d.	UY3_07652
4	0	sp|F7EQ49|GPER1_MACMU	tr|H3AV97|H3AV97_LATCH	0.730666666666667	0.878205128205128	134	0.3212	274	Uncharacterized protein	Latimeria chalumnae	n.d.	LOC102363426
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1A8U2Z0|A0A1A8U2Z0_NOTFU	0.746666666666667	0.869565217391304	134	0.325	280	Angiotensin II receptor, type 1b (Fragment)	Nothobranchius furzeri	n.d.	AGTR1B
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A146ZKQ0|A0A146ZKQ0_FUNHE	0.824	0.742788461538462	135	0.3204	309	G-protein coupled receptor 25, putative	Fundulus heteroclitus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091NX88|A0A091NX88_HALAL	0.762666666666667	0.831395348837209	134	0.3042	286	C-C chemokine receptor type 4 (Fragment)	Haliaeetus albicilla	n.d.	N329_01471
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1S2ZKK3|A0A1S2ZKK3_ERIEU	0.746666666666667	0.782122905027933	134	0.3036	280	C-X-C chemokine receptor type 2	Erinaceus europaeus	n.d.	LOC103111465
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1S3PR02|A0A1S3PR02_SALSA	0.88	0.212355212355212	139	0.3182	330	uncharacterized protein LOC106586862	Salmo salar	n.d.	LOC106586862
4	0	sp|F7EQ49|GPER1_MACMU	tr|D2GXE4|D2GXE4_AILME	0.824	0.870422535211268	134	0.3042	309	Putative uncharacterized protein (Fragment)	Ailuropoda melanoleuca	n.d.	PANDA_001563
4	0	sp|F7EQ49|GPER1_MACMU	tr|G1MNY8|G1MNY8_AILME	0.824	0.867977528089888	134	0.3042	309	Uncharacterized protein	Ailuropoda melanoleuca	n.d.	LOC100470409
4	0	sp|F7EQ49|GPER1_MACMU	tr|U6CX38|U6CX38_NEOVI	0.736	0.775280898876405	134	0.3116	276	C-X-C chemokine receptor type 1	Neovison vison	n.d.	CXCR1
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1D5PED0|A0A1D5PED0_CHICK	0.762666666666667	0.801120448179272	134	0.3042	286	Uncharacterized protein	Gallus gallus	n.d.	CCR4
4	0	sp|F7EQ49|GPER1_MACMU	tr|I3MKA8|I3MKA8_ICTTR	0.733333333333333	0.7703081232493	134	0.3127	275	Uncharacterized protein	Ictidomys tridecemlineatus	n.d.	CXCR1
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A1L1RV85|A0A1L1RV85_CHICK	0.762666666666667	0.803370786516854	134	0.3042	286	Uncharacterized protein	Gallus gallus	n.d.	CCR4
4	0	sp|F7EQ49|GPER1_MACMU	tr|W5NNF3|W5NNF3_LEPOC	0.741333333333333	0.810495626822157	133	0.3237	278	Uncharacterized protein	Lepisosteus oculatus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|R0KYL8|R0KYL8_ANAPL	0.805333333333333	0.896142433234421	133	0.3113	302	High affinity interleukin-8 receptor B (Fragment)	Anas platyrhynchos	n.d.	Anapl_16909
4	0	sp|F7EQ49|GPER1_MACMU	tr|D4ADE0|D4ADE0_RAT	0.850666666666667	0.903682719546742	133	0.3103	319	C-C motif chemokine receptor 8	Rattus norvegicus	n.d.	Ccr8
4	0	sp|F7EQ49|GPER1_MACMU	tr|L8IWD1|L8IWD1_9CETA	0.736	0.795389048991354	133	0.3188	276	C-X-C chemokine receptor type 2 (Fragment)	Bos mutus	n.d.	M91_13920
4	0	sp|F7EQ49|GPER1_MACMU	tr|U3KIU4|U3KIU4_FICAL	0.808	0.846368715083799	133	0.3003	303	Uncharacterized protein	Ficedula albicollis	n.d.	CCR4
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3WWK2|G3WWK2_SARHA	0.730666666666667	0.76750700280112	133	0.3175	274	Uncharacterized protein	Sarcophilus harrisii	n.d.	LOC100922206
4	0	sp|F7EQ49|GPER1_MACMU	tr|Q0QLG2|Q0QLG2_CAVPO	0.72	0.773638968481375	133	0.3185	270	Chemokine receptor CXCR1	Cavia porcellus	n.d.	Cxcr1
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A093EJ81|A0A093EJ81_TAUER	0.765333333333333	0.885802469135803	132	0.3066	287	C-C chemokine receptor type 4 (Fragment)	Tauraco erythrolophus	n.d.	N340_13149
4	0	sp|F7EQ49|GPER1_MACMU	tr|D2GXE3|D2GXE3_AILME	0.736	0.790830945558739	132	0.3152	276	Putative uncharacterized protein (Fragment)	Ailuropoda melanoleuca	n.d.	PANDA_001562
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A146RAG7|A0A146RAG7_FUNHE	0.877333333333333	0.839285714285714	133	0.3161	329	Thyrotropin-releasing hormone receptor	Fundulus heteroclitus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G1MNY4|G1MNY4_AILME	0.736	0.786324786324786	132	0.3152	276	Uncharacterized protein	Ailuropoda melanoleuca	n.d.	LOC100470159
4	0	sp|F7EQ49|GPER1_MACMU	tr|F1PAH5|F1PAH5_CANLF	0.736	0.770949720670391	133	0.3188	276	Uncharacterized protein	Canis lupus familiaris	n.d.	CXCR1
4	0	sp|F7EQ49|GPER1_MACMU	tr|F7A345|F7A345_HORSE	0.736	0.768802228412256	132	0.3225	276	Uncharacterized protein	Equus caballus	n.d.	LOC100058291
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A087YSM4|A0A087YSM4_POEFO	0.765333333333333	0.790633608815427	132	0.3206	287	Uncharacterized protein	Poecilia formosa	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|J7EPK8|J7EPK8_BOVIN	0.744	0.775	132	0.3226	279	C-X-C chemokine receptor type 1	Bos taurus	n.d.	CXCR1
4	0	sp|F7EQ49|GPER1_MACMU	tr|G5E6Q0|G5E6Q0_BOVIN	0.744	0.775	132	0.3226	279	C-X-C chemokine receptor type 1	Bos taurus	n.d.	CXCR1
4	0	sp|F7EQ49|GPER1_MACMU	tr|H3AUD9|H3AUD9_LATCH	0.728	0.875	131	0.2674	273	Uncharacterized protein	Latimeria chalumnae	n.d.	LOC102361282
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A093QP12|A0A093QP12_9PASS	0.789333333333333	0.883582089552239	132	0.2973	296	C-C chemokine receptor type 4 (Fragment)	Manacus vitellinus	n.d.	N305_04830
4	0	sp|F7EQ49|GPER1_MACMU	tr|M3YYJ8|M3YYJ8_MUSPF	0.736	0.814159292035398	132	0.3188	276	Uncharacterized protein	Mustela putorius furo	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|H2M2F3|H2M2F3_ORYLA	0.922666666666667	0.937669376693767	132	0.315	346	Uncharacterized protein	Oryzias latipes	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|E7FEQ8|E7FEQ8_DANRE	0.789333333333333	0.824512534818941	132	0.3345	296	Angiotensin II receptor, type 1b	Danio rerio	n.d.	agtr1b
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A087QH26|A0A087QH26_APTFO	0.762666666666667	0.831395348837209	132	0.3042	286	C-C chemokine receptor type 4 (Fragment)	Aptenodytes forsteri	n.d.	AS27_10423
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A091M5A5|A0A091M5A5_CATAU	0.768	0.85459940652819	131	0.3125	288	C-C chemokine receptor type 4 (Fragment)	Cathartes aura	n.d.	N323_10284
4	0	sp|F7EQ49|GPER1_MACMU	tr|I3JGE8|I3JGE8_ORENI	0.88	0.916666666666667	132	0.2879	330	Uncharacterized protein	Oreochromis niloticus	n.d.	LOC100695800
4	0	sp|F7EQ49|GPER1_MACMU	tr|J3Y0J4|J3Y0J4_BOVIN	0.744	0.775	132	0.3226	279	C-X-C chemokine receptor type 1	Bos taurus	n.d.	CXCR1
4	0	sp|F7EQ49|GPER1_MACMU	tr|M3Z7C5|M3Z7C5_MUSPF	0.736	0.775280898876405	132	0.308	276	Uncharacterized protein	Mustela putorius furo	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A096MR91|A0A096MR91_PAPAN	0.733333333333333	0.77247191011236	132	0.3091	275	Uncharacterized protein	Papio anubis	n.d.	CXCR1
4	0	sp|F7EQ49|GPER1_MACMU	tr|A0A147AUU3|A0A147AUU3_FUNHE	0.768	0.789041095890411	132	0.3368	288	Type-1 angiotensin II receptor	Fundulus heteroclitus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|I3MKA3|I3MKA3_ICTTR	0.733333333333333	0.766016713091922	132	0.3055	275	Uncharacterized protein	Ictidomys tridecemlineatus	n.d.	CXCR2
4	0	sp|F7EQ49|GPER1_MACMU	tr|G3VFP3|G3VFP3_SARHA	0.858666666666667	0.879781420765027	132	0.3075	322	Uncharacterized protein	Sarcophilus harrisii	n.d.	CCR4
4	0	sp|F7EQ49|GPER1_MACMU	sp|O97571|CXCR2_CANLF	0.728	0.76685393258427	131	0.326	273	C-X-C chemokine receptor type 2	Canis lupus familiaris	n.d.	CXCR2
4	0	sp|F7EQ49|GPER1_MACMU	tr|E7FFF2|E7FFF2_DANRE	0.765333333333333	0.698296836982968	132	0.3101	287	Cabz01093075.1	Danio rerio	n.d.	cabz01093075.1
4	0	sp|F7EQ49|GPER1_MACMU	tr|E2GLM7|E2GLM7_BOVIN	0.736	0.766666666666667	131	0.3152	276	C-X-C chemokine receptor type 1	Bos taurus	n.d.	CXCR1
4	0	sp|F7EQ49|GPER1_MACMU	tr|M4B0F7|M4B0F7_XIPMA	0.765333333333333	0.790633608815427	131	0.3171	287	Uncharacterized protein	Xiphophorus maculatus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|W4XXQ0|W4XXQ0_STRPU	0.8	0.759493670886076	131	0.3	300	Uncharacterized protein	Strongylocentrotus purpuratus	n.d.	
4	0	sp|F7EQ49|GPER1_MACMU	tr|G7N8W2|G7N8W2_MACMU	0.733333333333333	0.783475783475784	130	0.3091	275	Uncharacterized protein	Macaca mulatta	n.d.	EGK_04784
4	0	sp|F7EQ49|GPER1_MACMU	sp|Q1WLP9|CCR9_SHEEP	0.792	0.809264305177112	131	0.2929	297	C-C chemokine receptor type 9	Ovis aries	n.d.	CCR9
